epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
30,644.346,1.08817,1.69198,1.22881,1.16052,0.55854,0.39862,0.40433,0.25734,0.54974,0.39207,0.38855,0.22583,1.48285,2.50307,2.00132,1.4732,0.000304021,0.000304021,0.000304021
31,665.3,1.0574,1.62918,1.17877,1.1402,0.58335,0.41625,0.42317,0.27108,0.57365,0.40808,0.40781,0.23278,1.46821,2.54395,1.96767,1.44144,0.000289884,0.000289884,0.000289884
32,686.908,1.04388,1.63286,1.17954,1.13063,0.61052,0.40031,0.40857,0.25868,0.58794,0.3956,0.39374,0.22451,1.47023,2.533,1.99728,1.47817,0.000275747,0.000275747,0.000275747
33,707.943,1.04212,1.60499,1.13371,1.13555,0.46203,0.40703,0.40848,0.25469,0.45041,0.39468,0.39116,0.22168,1.48698,2.56089,1.96934,1.48284,0.00026161,0.00026161,0.00026161
34,728.815,1.03181,1.53801,1.11111,1.12165,0.59122,0.38389,0.41453,0.26,0.57839,0.37618,0.40105,0.23377,1.44365,2.53174,1.90591,1.4786,0.000247472,0.000247472,0.000247472
35,749.783,0.99419,1.53819,1.10555,1.11091,0.4905,0.40902,0.42901,0.27344,0.48229,0.40864,0.41783,0.24238,1.45934,2.57955,1.9166,1.47198,0.000233335,0.000233335,0.000233335
36,770.868,0.99089,1.54158,1.05357,1.10362,0.47236,0.40481,0.41773,0.25847,0.41891,0.43635,0.40196,0.23524,1.49102,2.59741,1.98554,1.51192,0.000219198,0.000219198,0.000219198
37,791.742,0.99091,1.50645,1.03161,1.09286,0.41891,0.41436,0.40095,0.25147,0.41218,0.4099,0.38582,0.21384,1.4819,2.5416,2.13254,1.48066,0.000205061,0.000205061,0.000205061
38,812.552,0.97658,1.49509,1.01943,1.09198,0.44582,0.40656,0.41288,0.26103,0.43645,0.40146,0.39663,0.23173,1.4774,2.56026,2.061,1.46371,0.000190924,0.000190924,0.000190924
39,833.362,0.98096,1.48714,1.00644,1.08809,0.50338,0.3818,0.40207,0.25101,0.49728,0.38096,0.38895,0.22009,1.48389,2.59645,2.05592,1.49341,0.000176786,0.000176786,0.000176786
40,854.268,0.94757,1.45172,0.97111,1.07526,0.56832,0.38603,0.40483,0.26069,0.45374,0.39523,0.39689,0.22673,1.48525,2.58862,2.01615,1.49838,0.000162649,0.000162649,0.000162649
41,875.955,0.96514,1.4526,0.91845,1.10141,0.42513,0.40338,0.38893,0.24665,0.4169,0.39758,0.37408,0.21134,1.51371,2.58182,2.11734,1.51248,0.000148512,0.000148512,0.000148512
42,896.485,0.95289,1.40959,0.86707,1.097,0.49833,0.43052,0.42181,0.25878,0.48876,0.42454,0.40745,0.23424,1.49824,2.59623,2.01936,1.50212,0.000134375,0.000134375,0.000134375
43,916.672,0.93164,1.40398,0.82063,1.07901,0.45172,0.41672,0.41577,0.26342,0.46428,0.39101,0.39677,0.22519,1.46991,2.62873,1.9836,1.47883,0.000120238,0.000120238,0.000120238
44,937.532,0.9052,1.37579,0.79229,1.05987,0.46186,0.4069,0.41055,0.25923,0.4637,0.40725,0.39961,0.23021,1.49163,2.65537,2.10477,1.4954,0.0001061,0.0001061,0.0001061
45,958.704,0.91382,1.36716,0.76666,1.06704,0.45243,0.42382,0.40487,0.25941,0.45818,0.42356,0.39985,0.22812,1.5208,2.65571,2.06417,1.52542,9.19632e-05,9.19632e-05,9.19632e-05
46,979.679,0.88066,1.33076,0.74956,1.04885,0.56136,0.40064,0.42347,0.26887,0.55272,0.39415,0.41317,0.23775,1.46744,2.62062,2.04636,1.48366,7.7826e-05,7.7826e-05,7.7826e-05
47,1000.65,0.87268,1.34478,0.73456,1.0407,0.51813,0.3964,0.41613,0.26542,0.43834,0.43874,0.41124,0.23629,1.49386,2.59986,2.03517,1.50729,6.36888e-05,6.36888e-05,6.36888e-05
48,1021.23,0.87071,1.29231,0.71653,1.03613,0.47689,0.394,0.41743,0.26924,0.47861,0.39635,0.41183,0.23337,1.46996,2.59859,2.07453,1.48476,4.95516e-05,4.95516e-05,4.95516e-05
49,1041.61,0.8555,1.3036,0.70108,1.03589,0.43116,0.44205,0.41797,0.26987,0.42928,0.44061,0.40905,0.23846,1.47429,2.66612,2.06926,1.48672,3.54144e-05,3.54144e-05,3.54144e-05
50,1062.07,0.83651,1.28845,0.69344,1.0273,0.49818,0.38109,0.41369,0.26337,0.49654,0.38092,0.40553,0.23382,1.47482,2.68963,2.07667,1.48565,2.12772e-05,2.12772e-05,2.12772e-05
